isbn,book_title,book_author,year_of_publication,publisher
0061092878,Rise &amp; Walk: The Trial &amp; Triumph of Dennis Byrd (Harperspotlight),Dennis Byrd,1994,Harper Mass Market Paperbacks (Mm)
0061092886,The Fallen Man (Joe Leaphorn Novels),Tony Hillerman,1997,HarperTorch
0061092894,John Chancellor Makes Me Cry,Anne Rivers Siddons,1994,HarperTorch
0061092908,A Return to Love: Reflections on the Principles of a Course in Miracles,Marianne Williamson,1994,HarperCollins Publishers
0061092959,Fortress in the Eye of Time,C. J. Cherryh,1995,Harpercollins
0061092967,Byzantium,Steve Lawhead,1996,Zondervan
0061092975,The Dragon and the Unicorn,A. A. Attanasio,1996,Harpercollins
0061092983,The Eagle and the Sword,A. A. Attanasio,1997,Harpercollins
0061093009,The Resume Writer's Handbook (Harper Collins Reference Library),Michael Holley Smith,1994,HarperTorch
0061093084,Everville : The Second Book of the Art,Clive Barker,1995,HarperTorch
0061093092,Lily White,Susan Isaacs,1997,HarperTorch
0061093106,"Red, White and Blue : A Novel",Susan Isaacs,1999,HarperTorch
0061093297,Star Trek Movie Memories : Star Trek Movie Memories,William Shatner,1995,HarperTorch
0061093327,Low Country,Anne Rivers Siddons,1999,HarperTorch
0061093335,"Nora, Nora: A Novel",Anne Rivers Siddons,2001,HarperTorch
0061093343,Fault Lines,Anne Rivers Siddons,1996,HarperTorch
006109336X,Elvis Aaron Presley: Revelations from the Memphis Mafia,Alanna Nash,1996,Harper Mass Market Paperbacks
0061093378,Deal to Die for,Les Standiford,1996,Harper Mass Market Paperbacks (Mm)
0061093386,Deal on Ice,Les Standiford,1998,HarperTorch
0061093483,Free to Trade: A Novel of Suspense,Michael Ridpath,1995,Harper Mass Market Paperbacks (Mm)
0061093491,Dead in the Water,Stuart Woods,1998,HarperTorch
0061093572,"Is It Hot in Here or Is It Me?: A Personal Look at the Facts, Fallacies, and Feelings of Menopause",Gayle Sand,1995,Harper Mass Market Paperbacks (Mm)
0061093580,Heat,Stuart Woods,1995,HarperTorch
0061093599,Crimson Green: A Quinn Parker Novel of Suspense,Bruce Zimmerman,1995,Harper Mass Market Paperbacks
0061093602,Happy Never After : A Callahan Garrity Mystery,Kathy Hogan Trocheck,1996,Avon
0061093610,Lickety-Split,Kathy Hogan Trocheck,1997,HarperTorch
0061093653,Twelve Red Herrings,Jeffrey Archer,1995,HarperTorch
006109367X,Over the Edge,Hal Friedman,1999,HarperTorch
0061093777,Retribution,Michael Grant,1996,Harpercollins
0061093785,Fallen Skies,Philippa Gregory,1995,HarperCollins Publishers
006109384X,Hunter's Moon,Chuck Logan,1996,HarperTorch
0061093890,Fashionably Late,Olivia Goldsmith,1999,HarperTorch
0061093920,Render Up the Body : A Novel of Suspense,Marianne Wesson,1998,HarperTorch
0061093947,Simple Isn't Easy: How to Find Your Personal Style and Look Fantastic Every Day!,Olivia Goldsmith,1997,Harper Mass Market Paperbacks
0061093963,Reflection,Diane Chamberlain,1997,HarperCollins Publishers
006109398X,The Treasure Box,Orson Scott Card,1997,HarperTorch
0061093998,Homebody : A Novel,Orson Scott Card,1999,HarperTorch
0061094005,Rebel: The Life and Legend of James Dean,Donald Spoto,1997,Harper Mass Market Paperbacks (Mm)
0061094013,A Passion for Life: The Biography of Elizabeth Taylor,Donald Spoto,1996,Harper Mass Market Paperbacks (Mm)
006109403X,"The Good Calorie Diet : Good Calorie Diet, The (Harperspotlight)",Philip Lipet,1996,HarperTorch
0061094048,Imperfect Strangers,Stuart Woods,1995,HarperTorch
0061094064,Death in a Strange Country,Donna Leon,1995,Harper Mass Market Paperbacks (Mm)
0061094080,"The Trouble With a Bad Fit: A Novel of Food, Fashion, and Mystery",Camilla T. Crespi,1997,Harper Mass Market Paperbacks (Mm)
0061094102,Mommy and the Murder,Nancy Goldstone,1996,Harper Mass Market Paperbacks (Mm)
0061094110,Running from the Law,Lisa Scottoline,1996,HarperTorch
0061094129,Legal Tender,Lisa Scottoline,1997,HarperTorch
0061094145,"The Fifth Dominion (Imajica, Book 1)",Clive Barker,1995,HarperTorch
0061094153,"The Reconciliation (Imajica, Book 2)",Clive Barker,1995,HarperTorch
0061094161,365 Ways to Cook Pasta,Marie Simmons,1995,HarperCollins Publishers
0061094188,Dressed for Death: A Guido Brunetti Mystery,Donna Leon,1995,HarperCollins Publishers
0061094196,Faith,Len Deighton,1995,Harper Mass Market Paperbacks (Mm)
006109420X,Thief of Light,David Ramus,1997,HarperTorch
0061094218,The Fire Inside : Firefighters Talk About Their Lives,Steve Delsohn,1997,HarperTorch
0061094226,Choke,Stuart Woods,1996,HarperTorch
0061094234,Dirt,Stuart Woods,1997,HarperTorch
0061094331,A Respectable Trade,Philippa Gregory,1996,HarperCollins Publishers
0061094404,Power of a Woman,Barbara Taylor Bradford,1998,HarperTorch
0061094463,At Peace in the Light,Dannion Brinkley,1996,HarperTorch
0061094471,The Distinguished Guest,Sue Miller,1996,Harper Mass Market Paperbacks (Mm)
0061094560,Flashpoint,Lynn S. Hightower,1996,HarperTorch
0061094595,Calder Pride,Janet Dailey,2000,HarperTorch
0061094609,Illusions : A Novel,Janet Dailey,1999,HarperTorch
0061094617,Notorious,Janet Dailey,1997,HarperCollins Publishers
0061094757,Your Sacred Self: Making the Decision to Be Free,Wayne W. Dyer,1996,HarperTorch
0061094781,New York Dead,Stuart Woods,0,Harper Mass Market Paperbacks
006109479X,L. A. Times,Stuart Woods,1996,Harper Mass Market Paperbacks
0061094803,Dead Eyes,Stuart Woods,0,Harper Mass Market Paperbacks
0061094811,Sante Fe Rules,Stuart Woods,1995,HarperCollins Publishers
006109482X,Palindrome,Stuart Woods,1995,HarperCollins Publishers
0061094927,Leading with My Chin,Jay Leno,1997,HarperTorch
0061094943,Manifest Your Destiny: The Nine Spiritual Principles for Getting Everything You Want,"Wayne W., Dr. Dyer",1999,HarperTorch
0061095036,Three Chords and the Truth : Behind the Scenes with Those Who Make and Shape Country Music,Laurence Leamer,1998,HarperTorch
0061095044,Where God Lives : The Science of the Paranormal and How Our Brains are Linked to the Universe,Melvin Morse,2001,HarperSanFrancisco
0061095052,A Woman's Place,Barbara Delinsky,1998,HarperTorch
006109515X,Ditch Rider: A Neil Hamel Mystery,Judith Van Gieson,1999,Harper Mass Market Paperbacks (Mm)
0061095176,Hotshots (Neil Hamel Mystery),Judith Van Gieson,1997,HarperCollins Publishers
0061095397,To Renew America,Newt Gingrich,1996,Harper Mass Market Paperbacks (Mm)
0061095435,Flower Net,Lisa See,1998,HarperCollins Publishers
0061095508,Miss America,Howard Stern,1996,ReganBooks
0061095532,Presidential Deal,Les Standiford,1999,HarperCollins Publishers
0061095540,Marrying Mom,Olivia Goldsmith,1997,HarperTorch
0061095559,Hope,Len Deighton,1996,HarperTorch
0061095850,Heart Trouble,Kathy Hogan Trocheck,1997,Avon
0061095869,Her Own Rules,Barbara Taylor Bradford,1997,HarperTorch
0061095907,A Hunting We Will Go,Hal Friedman,1998,HarperTorch
006109594X,Nimitz Class,Patrick Robinson,1998,HarperTorch
0061095974,Prism: A Novel,Austin Bay,1997,Harper Mass Market Paperbacks (Mm)
0061095982,In Contempt,Christopher A. Darden,1997,Regan Books
0061096016,Bouncing Back : I've Survived Everything ... and I Mean Everything ... and You Can Too!,Joan Rivers,1998,HarperTorch
0061096024,Charity,Len Deighton,1997,HarperTorch
0061096083,The Bestseller,Olivia Goldsmith,1997,HarperTorch
0061096091,Eyeshot,Lynn S. Hightower,1997,Harper Mass Market Paperbacks (Mm)
0061096105,Rough Justice,Lisa Scottoline,1998,HarperTorch
0061096113,Mistaken Identity,Lisa Scottoline,2000,HarperTorch
0061096156,Society of the Mind: A Cyberthriller,Eric L. Harry,1997,Harper Mass Market Paperbacks (Mm)
0061096164,True Love,Robert Fulghum,1998,HarperTorch
0061096180,The Secret School: Preparation for Contact,Whitley Strieber,1997,HarperCollins Publishers
0061096229,The Price of Blood,Chuck Logan,1998,HarperTorch
0061096237,The Passion Dream Book,Whitney Otto,1998,Perennial
0061096253,The Butter Did It : A Gastronomic Tale of Love and Murder (Chas Wheatley Mysteries),Phyllis Richman,1998,HarperTorch
0061096261,The Gravity of Shadows : A Novel,David Ramus,1999,HarperTorch
006109627X,"Eat More, Weigh Less: Dr. Dean Ornish's Life Choice Program for Losing Weight Safely While Eating Abundantly",Dean Ornish,1997,HarperTorch
0061096369,Trading Reality,Michael Ridpath,1998,HarperTorch
0061096644,Underboss: Sammy the Bull Gravano's Story of Life in the Mafia,Peter Maas,1997,HarperTorch
0061096857,Kilo Class,Patrick Robinson,1999,HarperTorch
0061096865,Alien Agenda: Investigating the Extraterrestrial Presence Among Us,Jim Marrs,1998,HarperTorch
0061096873,The Big Law,Chuck Logan,1999,HarperTorch
006109692X,Murder in Greenwich: Who Killed Martha Moxley?,Mark Fuhrman,1999,Avon Books
0061096962,"Perfect Murder, Perfect Town : The Uncensored Story of the JonBenet Murder and the Grand Jury's Search for the Final Truth",Lawrence Schiller,1999,HarperTorch
0061096970,"Eat, Drink, &amp; Be Merry : America's Doctor Tells You Why the Health Experts Are Wrong",Dean Edell,2000,Perennial Currents
0061097071,Every Trace,Gregg Main,2000,HarperTorch
0061097098,Crowfoot Ridge,Ann Brandt,2000,HarperTorch
0061097101,The Saving Graces: A Novel,Patricia Gaffney,2000,HarperTorch
006109711X,Dead Low Tide,Jamie Katz,1998,HarperTorch
0061097128,A Summer for Dying (Dan Kardon Mysteries),Jamie Katz,2000,Avon
0061097152,Circles of Confusion : A Claire Montrose Mystery (Claire Montrose Mysteries (Paperback)),April Henry,1999,HarperTorch
0061097160,Square in the Face : A Claire Montrose Mystery (Claire Montrose Mysteries (Paperback)),April Henry,2001,Avon
0061097187,Reaper,Ben Mezrich,1998,HarperTorch
0061097195,Stop Struggling with Your Child,Evonne Weinhaus,1998,HarperTorch
0061097217,The Last One Home,Annette Appollo,1999,HarperCollins Publishers
0061097225,Word Made Flesh,Jack O'Connell,2000,Perennial
0061097233,Peachtree Road,Anne Rivers Siddons,1998,HarperTorch
0061097241,No Offense Intended,Barbara Seranella,2000,HarperCollins Publishers
006109725X,"The Diabetes Cure : A Natural Plan That Can Slow, Stop, Even Cure Type 2 Diabetes",Dr. Vern Cherewatenko,2000,HarperResource
0061097268,Unwanted Company,Barbara Seranella,2001,Avon Books
0061097276,Blue Rain,Chuck Freadhoff,2000,HarperTorch
0061097306,Act of Revenge,Robert K. Tanenbaum,2000,HarperTorch
0061097314,The Bean Trees,Barbara Kingsolver,1998,HarperTorch
0061097330,Irreconcilable Differences,Lia Matera,2001,Avon
0061097349,The Flower Master,Sujata Massey,2000,HarperTorch
0061097357,The Floating Girl,Sujata Massey,2001,Avon
0061097373,Murder Book,Richard Rayner,1999,HarperTorch
006109739X,Except the Dying,Maureen Jennings,1999,HarperCollins Publishers
0061097403,Under the Dragon's Tail,Maureen Jennings,1999,HarperTorch
006109742X,Death's Autograph (Antiquarian Book Mysteries),Marianne Macdonald,1999,HarperTorch
0061097454,No Dark Place,Joan Wolf,2000,HarperTorch
0061097462,The Poisoned Serpent,Joan Wolf,2001,Avon
0061097470,Under Cover of Darkness,James Grippando,2001,Avon Books
0061097489,The Abduction,James Grippando,1999,Avon Books
0061097497,Other Worlds,Barbara Michaels,2000,HarperTorch
0061097500,Katastrophe,Randall Boyll,2001,Avon Books
0061097535,Anger Kills : Seventeen Strategies for Controlling the Hostility That Can Harm Your Health,Redford Williams,1998,HarperTorch
0061097543,The Interior,Lisa See,2000,Harpertorch
0061097578,One Heart : A Novel,Jane McCafferty,2000,Perennial
0061097624,Found Money,James M. Grippando,2000,Avon Books
0061097632,The Eleventh Plague,John S. Marr,1999,Avon
0061097640,I Know This Much Is True,Wally Lamb,1999,ReganBooks
0061097659,Switcheroo : A Novel,Olivia Goldsmith,1999,HarperTorch
0061097667,Young Wives,Olivia Goldsmith,2000,HarperTorch
0061097713,The Disappearance of Lyndsey Barratt,John Wilson,1998,Harper Mass Market Paperbacks (Mm)
0061097748,Kill Me First,Kate Morgenroth,2000,Avon
0061097829,Who's Afraid of Virginia Ham?,Phyllis Richman,2002,Avon
0061097837,Murder on the Gravy Train,Phyllis Richman,2000,Avon
0061097845,A King's Ransom,James Grippando,2002,Avon Books
0061097853,The First Eagle (Jim Chee Novels),Tony Hillerman,1999,HarperTorch
0061097861,Hunting Badger (Joe Leaphorn/Jim Chee Novels),Tony Hillerman,2000,HarperCollins
006109787X,His Stolen Bride,Judith Stanton,1999,HarperTorch
0061097918,Souls to Keep,David L. Robbins,1999,Harper Mass Market Paperbacks (Mm)
0061097934,A God in Ruins,Leon Uris,2000,Avon Books
0061097942,"Our Looks, Our Lives: Sex, Beauty, Power, and the Need to Be Seen",Nancy Friday,1999,HarperTorch
0061097985,Fertile Ground,Ben Mezrich,2001,Avon
0061098000,Midnight Clear : A Callahan Garrity Mystery (Callahan Garrity Mysteries (Paperback)),Kathy Hogan Trocheck,1999,Avon
0061098019,H.M.S. Unseen,Patrick Robinson,2000,HarperTorch
0061098027,Free Fall,Kyle Mills,2001,Avon Books
0061098035,Burn Factor,Kyle Mills,2002,HarperTorch
0061098124,I Know This Much Is True (Oprah's Book Club (Hardcover)),Wally Lamb,1998,HarperCollins Publishers
0061098132,The Bachelor's Cat,Lynn Hoffman,1999,HarperTorch
0061098256,Eddie's Bastard : A Novel,William Kowalski,2000,Perennial
0061098280,Total Health Makeover,Marilu Henner,1999,ReganBooks
0061098299,Mars and Venus in Love: Inspiring and Heartfelt Stories of Relationships that Work,John Gray,1999,HarperTorch
0061098353,Twice Dying,Neil McMahon,2000,HarperTorch
0061098361,Circle of Three: A Novel,Patricia Gaffney,2001,HarperTorch
0061098388,Mars &amp; Venus Starting Over,John Gray,1999,HarperTorch
006109840X,A Bloodhound To Die For,Virginia Lanier,2004,Avon
0061098442,Redemption  Reissue,Leon Uris,1999,HarperTorch
0061098590,Of Noble Birth,Brenda Novak,1999,HarperTorch
0061098612,House of Lords,Philip Rosenberg,2003,HarperTorch
0061098620,"Sharpe's Trafalgar : Richard Sharpe and the Battle of Trafalgar, October 21, 1805",Bernard Cornwell,2002,Perennial
006109868X,Pigs in Heaven,Barbara Kingsolver,1999,Perennial
0061098698,Irish Eyes : A Callahan Garrity Mystery (Callahan Garrity Mysteries (Paperback)),Kathy Hogan Trocheck,2001,Avon
0061098728,A Knight to Remember,Christina Dodd,1999,HarperCollins Publishers
0061098736,Murder in Spokane,Mark Fuhrman,2002,Avon Books
0061098744,Hook : A Meg Gillis Crime Novel (Meg Gillis Crime Novel),C J Songer,2001,HarperTorch
0061098752,In Her Defense,Stephen Horn,2001,HarperTorch
0061098760,Law of Gravity,Stephen Horn,2003,HarperTorch
0061098795,The Wailing Wind,Tony Hillerman,2003,HarperTorch
0061098825,Td : Dreams in Motion: The Memoirs of the Denver Broncos' Terrell Davis,Terrell Davis,1999,HarperTorch
0061098841,The Count,Helena Dela,2000,HarperCollins Publishers
0061098957,"Chyna, The 9th Wonder of the World: If They Only Knew",Joanie Laurer,2001,ReganBooks
006109899X,Once a Knight,Christina Dodd,1999,HarperCollins Publishers
0061099015,The Great and Secret Show,Clive Barker,1990,HarperCollins Publishers
0061099023,Mambo,Campbell Armstrong,1991,Harpercollins
0061099031,Roseanne: My Life As a Woman,Roseanne Barr,1990,Harper Mass Market Paperbacks (Mm)
0061099058,"I Want to Grow Hair, I Want to Grow Up, I Want to Go to Boise (Children Surviving Cancer)",Erma Bombeck,1990,Harper Mass Market Paperbacks
0061099082,The Last Raven,Craig Thomas,1991,Harper Mass Market Paperbacks (Mm)
0061099090,Krysalis,John Trenhaile,1992,Harper Mass Market Paperbacks (Mm)
0061099147,Any Woman's Blues International,Erica Jong,1990,HarperCollins Publishers
0061099155,People of Darkness (Jim Chee Novels),Tony Hillerman,1991,HarperTorch
0061099163,Any Woman's Blues,Erica Jong,1991,Harper Mass Market Paperbacks (Mm)
0061099171,Nutripoints: The Breakthrough Point System for Optimal Nutrition,Roy Vartabedian,1991,Harper Mass Market Paperbacks (Mm)
006109918X,Talking God (Jim Chee Novels),Tony Hillerman,1991,HarperTorch
006109921X,Up Island: A Novel,Anne Rivers Siddons,1998,HarperTorch
0061099244,Crackdown,Bernard Cornwell,1991,HarperCollins Publishers
0061099252,Family Pictures,Sue Miller,1991,HarperTorch
0061099260,Diva,Carol Kane,1991,Harper Mass Market Paperbacks (Mm)
0061099279,King's Oak,Anne Rivers Siddons,1991,HarperTorch
0061099287,Spy Sinker,Len Deighton,1991,HarperTorch
0061099309,Gretzky : Gretzky,Wayne Gretzky,1991,HarperTorch
0061099325,Coyote Waits (Joe Leaphorn/Jim Chee Novels),Tony Hillerman,1992,HarperTorch
0061099341,As the Crow Flies,Jeffrey Archer,1992,HarperTorch
0061099368,Palindrome,Stuart Woods,1991,HarperTorch
0061099406,Wall Games,Michael Dobbs,1991,HarperCollins Publishers
0061099422,Supreme Faith : Someday We'll Be Together,Mary Wilson,1991,Harper Mass Market Paperbacks (Mm)
0061099449,Agents of Darkness,Campbell Armstrong,1991,HarperPrism
0061099457,Stormchild,Bernard Cornwell,1992,HarperCollins Publishers
0061099465,Dracula Unbound,Brian W. Aldiss,1992,Harper Mass Market Paperbacks (Mm)
0061099473,Close Relations,Susan Isaacs,1992,HarperTorch
0061099481,Magic Hour,Susan Isaacs,1992,HarperTorch
006109949X,Coming to Terms,Anna Murdoch,1992,Harper Mass Market Paperbacks
0061099503,Secret Lives,Diane Chamberlain,1992,Harper Mass Market Paperbacks
0061099562,I Had a Hammer: The Hank Aaron Story,Hank Aaron,1992,HarperTorch
0061099570,The Crown of Columbus,Louise Erdrich,1992,Harper Mass Market Paperbacks
0061099589,Mortal Remains: A True Story of Ritual Murder,Henry Scammell,1992,Harper Mass Market Paperbacks (Mm)
0061099643,Imajica,Clive Barker,1992,HarperTorch
0061099651,Night of the Seventh Darkness,Daniel Easterman,1992,Harper Mass Market Paperbacks (Mm)
0061099678,"\My Husband's Trying to Kill Me!\""""",Jim Schutze,1993,Harper Mass Market Paperbacks
0061099686,Downtown,Anne Rivers Siddons,1995,HarperTorch
0061099694,Hill Towns,Anne Rivers Siddons,1994,HarperTorch
0061099708,Colony,Anne Rivers Siddons,1993,HarperTorch
0061099716,Blind Bloodhound Justice (Bloodhound (Paperback)),Virginia Lanier,1999,HarperTorch
0061099732,Outer Banks,Anne Rivers Siddons,1992,HarperTorch
0061099759,Season of the Swan : A Novel by,Evan Maxwell,1998,HarperTorch
0061099791,Kingdom of the Grail,A.A. Attanasio,1992,Harper Mass Market Paperbacks (Mm)
0061099805,Swimming to Catalina,Stuart Woods,1998,HarperTorch
0061099813,"When You Look Like Your Passport Photo, It's Time to Go Home",Erma Bombeck,1992,HarperTorch
006109983X,Acts of Betrayal,John Trenhaile,1992,Harper Mass Market Paperbacks (Mm)
0061099856,Cold Feet: A Libby Kincaid Mystery,Kerry Tucker,1993,Harper Mass Market Paperbacks (Mm)
0061099864,Death Echo: A Libby Kincaid Mystery,Kerry Tucker,1994,Harper Mass Market Paperbacks (Mm)
0061180009,"Diaries: 1939-1960 (Isherwood, Christopher Diaries)",Christopher Isherwood,1996,HarperCollins Publishers
0061180033,A Walk Through Wales,Anthony Bailey,1992,Harpercollins
0061180084,A Walk Through Wales,Anthony Bailey,1993,Harpercollins
0061203424,"You and me, babe",Chuck Barris,1974,Harper's Magazine Press
006121650X,Wave hands like clouds: Kuang ping tai chi : a Chinese yoga of meditation in motion,Li Po,1975,Harper's Magazine Press
0061219800,Pilgrim at Tinker Creek,Annie Dillard,1974,Harper's Magazine Press
0061263265,The Pony Man,Gordon Lightfoot,1972,Harpercollins Library
